id,cos_10,cos_20,sim_10,sim_20,com_1_1_10,com_1_1_20,com_1_3_10,com_1_3_20,com_1_5_10,com_1_5_20,com_1_7_10,com_1_7_20,com_1_9_10,com_1_9_20,com_3_1_10,com_3_1_20,com_3_3_10,com_3_3_20,com_3_5_10,com_3_5_20,com_3_7_10,com_3_7_20,com_3_9_10,com_3_9_20,com_5_1_10,com_5_1_20,com_5_3_10,com_5_3_20,com_5_5_10,com_5_5_20,com_5_7_10,com_5_7_20,com_5_9_10,com_5_9_20,com_7_1_10,com_7_1_20,com_7_3_10,com_7_3_20,com_7_5_10,com_7_5_20,com_7_7_10,com_7_7_20,com_7_9_10,com_7_9_20,com_9_1_10,com_9_1_20,com_9_3_10,com_9_3_20,com_9_5_10,com_9_5_20,com_9_7_10,com_9_7_20,com_9_9_10,com_9_9_20
196,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,10,0,6,0,3,0,2,0,0,0,11,3,8,0,5,0,3,0,2,0,11,0,9,0,5,0,4,0,3
197,8,12,0,0,1,5,0,0,0,0,0,0,0,0,8,12,1,5,0,0,0,0,0,0,8,13,5,10,1,5,0,0,0,0,8,13,8,10,0,7,1,5,0,3,8,13,8,12,5,10,0,7,1,5
198,5,8,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,4,8,3,5,0,2,0,0,0,0,0,9,5,6,0,5,0,2,0,0,0,9,0,8,0,6,0,4,0,2
199,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,0
200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,4,2,2,0,2,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
202,0,7,0,0,0,2,0,0,0,0,0,0,0,0,4,6,0,2,0,1,0,0,0,0,5,6,0,4,0,2,0,1,0,1,0,7,0,6,2,3,0,2,1,1,0,7,4,6,3,4,0,3,0,2
203,7,13,0,0,2,5,0,0,0,0,0,0,0,0,0,10,2,5,0,1,0,0,0,0,0,11,5,8,2,5,0,3,0,1,7,12,6,9,4,8,2,5,0,4,7,12,0,10,6,9,4,7,2,5
204,0,6,0,0,0,1,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,7,2,3,0,1,0,0,0,0,4,7,0,6,0,3,0,1,0,0,0,7,5,7,0,3,0,2,0,1
205,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,6,0,3,0,1,0,1,0,0,0,6,0,3,0,3,0,1,0,1,0,6,0,5,0,3,0,2,0,1
206,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,3,0,1,0,0,0,0,9,11,6,8,0,3,0,2,0,0,9,11,0,9,0,8,0,3,0,2,9,11,0,11,6,8,0,6,0,3
207,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,4,0,2,1,2,0,1,0,0,0,4,0,2,2,2,1,2,0,1,0,4,0,3,0,2,0,2,1,2
208,0,12,0,0,0,4,0,0,0,0,0,0,0,0,7,11,0,4,0,0,0,0,0,0,0,12,4,8,0,4,0,2,0,0,0,12,6,10,0,8,0,4,0,2,0,12,7,11,4,9,3,7,0,4
209,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,7,2,6,0,4,0,2,0,0,0,6,0,7,2,4,0,4,0,3,2,7,0,7,3,6,2,4,0,4
210,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,10,0,6,0,2,0,0,0,0,0,10,0,8,0,6,0,2,0,0,0,10,0,9,0,6,0,5,0,2
211,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,6,0,4,0,1,0,0,0,0,5,7,0,5,0,4,0,1,0,0,5,7,0,5,0,4,1,3,0,1
212,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,3,0,1,0,1,0,1,0,1,2,3,0,2,0,1,0,1,0,1,2,3,0,2,0,2,0,1,0,1
213,5,6,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,0,0,7,0,6,0,4,0,1,0,0,0,7,0,7,0,5,0,4,0,1,5,7,3,7,0,6,0,5,0,4
214,8,13,0,0,0,5,0,0,0,0,0,0,0,0,8,11,0,5,0,0,0,0,0,0,8,13,5,9,0,5,0,0,0,0,8,13,0,10,0,7,0,5,0,1,8,13,8,11,5,10,0,7,0,5
215,7,10,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,8,0,6,0,2,0,0,0,0,0,8,0,8,0,4,0,2,0,0,0,9,0,8,3,7,0,3,0,2
216,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,2,3,0,3,0,1,0,0,0,0,0,3,0,3,0,2,0,1,0,0
217,0,8,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,6,0,6,0,1,0,1,0,0,0,7,3,6,0,4,0,1,0,1
218,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,7,12,0,0,3,4,0,0,0,0,0,0,0,0,8,11,3,4,0,2,0,0,0,0,8,11,5,10,3,4,0,2,0,1,8,12,6,11,4,10,3,4,2,2,0,12,8,11,0,10,4,8,3,4
220,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,9,0,8,0,2,0,0,0,0,0,9,0,8,0,5,0,2,0,1,0,9,0,9,0,7,2,4,0,2
221,5,9,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,5,6,0,5,0,4,0,1,0,0,5,7,4,6,2,5,0,4,0,1,5,7,0,6,4,5,3,5,0,4
222,5,10,0,0,0,2,0,0,0,0,0,0,0,0,4,6,0,2,0,0,0,0,0,0,0,9,0,5,0,2,0,1,0,0,5,10,0,5,0,4,0,2,1,1,5,10,4,6,0,5,0,4,0,2
223,7,10,0,0,0,5,0,0,0,0,0,0,0,0,6,8,0,5,0,2,0,0,0,0,0,8,0,7,0,5,0,3,0,1,0,9,6,7,0,7,0,5,0,4,0,10,6,8,6,7,5,6,0,5
224,0,8,0,0,0,3,0,0,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,0,4,8,0,7,0,3,0,0,0,0,4,8,0,7,0,5,0,3,0,0,4,8,4,8,0,7,2,4,0,3
225,0,12,0,0,0,5,0,0,0,0,0,0,0,0,7,10,0,5,0,1,0,0,0,0,7,12,0,7,0,5,0,1,0,0,7,12,0,9,0,6,0,5,1,3,0,12,7,10,6,8,0,6,0,5
226,0,9,0,3,5,6,0,4,0,3,0,3,0,3,0,9,5,6,4,5,0,4,0,4,7,11,0,8,5,6,0,5,0,4,0,11,7,10,0,6,5,6,0,5,0,11,0,9,6,7,0,6,5,6
227,6,11,0,3,5,6,0,4,0,3,0,3,0,3,6,9,5,6,0,5,0,5,0,4,0,10,0,7,5,6,0,5,0,5,0,10,0,8,0,7,5,6,0,5,0,10,6,9,0,7,6,6,5,6
228,0,10,0,3,0,5,0,3,0,3,0,3,0,3,7,10,0,5,0,4,0,3,0,3,6,10,0,8,0,5,0,5,0,3,0,11,7,10,0,7,0,5,0,5,0,11,7,10,0,8,0,6,0,5
229,0,7,0,3,0,5,0,4,0,3,0,3,0,3,5,9,0,5,0,5,0,5,0,4,4,9,0,7,0,5,0,5,3,5,0,8,0,8,5,6,0,5,0,5,0,9,5,9,0,7,5,6,0,5
230,0,7,0,3,0,4,0,4,0,4,0,3,0,3,0,8,0,4,3,4,0,4,0,4,0,8,0,5,0,4,0,4,0,4,0,9,0,8,0,4,0,4,0,4,0,9,0,8,0,5,0,4,0,4
231,0,7,0,3,0,8,0,4,0,3,0,3,0,3,5,10,0,8,0,6,0,5,0,4,5,9,7,8,0,8,0,6,0,6,0,8,6,9,7,8,0,8,0,6,6,8,5,10,7,9,7,8,0,8
232,6,10,0,3,0,5,0,3,3,3,0,3,0,3,0,9,0,5,0,3,0,3,0,3,5,9,0,6,0,5,0,4,0,3,0,9,0,9,0,7,0,5,0,4,0,9,0,9,5,6,0,5,0,5
233,0,8,0,3,0,6,3,3,0,3,0,3,0,3,0,8,0,6,0,6,0,4,3,3,0,8,0,8,0,6,0,6,0,6,0,8,0,8,6,8,0,6,4,6,0,8,0,8,0,8,6,7,0,6
234,0,10,0,3,0,7,0,4,0,3,0,3,0,3,0,9,0,7,0,5,0,4,0,4,7,9,6,7,0,7,0,5,0,5,0,9,0,7,5,7,0,7,0,5,7,9,0,9,0,7,5,7,0,7
235,0,7,0,3,0,6,0,5,0,3,0,3,0,3,0,7,0,6,0,5,0,5,0,5,5,8,0,6,0,6,0,6,0,5,0,8,0,6,0,6,0,6,0,6,0,7,0,7,0,6,0,6,0,6
236,0,8,0,3,0,4,0,3,0,3,0,3,0,3,0,6,0,4,0,4,0,3,0,3,0,7,0,6,0,4,0,4,0,4,0,7,5,6,0,6,0,4,0,4,0,8,0,6,0,6,0,5,0,4
237,0,5,0,3,0,3,0,3,0,3,0,3,0,3,4,4,0,3,0,3,0,3,0,3,0,4,0,3,0,3,0,3,0,3,0,4,0,4,0,3,0,3,0,3,0,4,4,4,0,3,0,3,0,3
238,0,8,0,3,0,3,0,3,0,3,0,3,0,3,0,6,0,3,0,3,0,3,0,3,0,7,0,5,0,3,0,3,0,3,6,7,0,5,0,4,0,3,0,3,6,7,0,6,0,5,0,3,0,3
239,4,5,0,3,0,5,3,3,0,3,0,3,0,3,0,6,0,5,0,4,3,3,3,3,0,6,0,5,0,5,0,5,0,4,0,6,0,5,0,5,0,5,0,5,0,6,0,6,0,5,0,5,0,5
240,0,9,0,3,0,4,0,3,0,3,0,3,0,3,0,5,0,4,0,3,0,3,0,3,0,6,0,4,0,4,0,4,0,3,4,7,0,5,0,4,0,4,0,4,4,8,0,5,0,4,0,4,0,4
241,3,6,0,3,0,4,0,3,0,3,0,3,0,3,0,6,0,4,0,4,3,3,0,3,5,8,0,5,0,4,0,4,0,3,0,8,0,5,0,4,0,4,0,4,0,7,0,6,0,4,0,4,0,4
242,0,7,0,3,4,4,0,3,0,3,0,3,0,3,5,8,4,4,0,4,0,3,0,3,6,8,5,7,4,4,0,4,0,4,6,8,0,7,0,6,4,4,0,4,6,8,5,8,5,6,0,5,4,4
243,4,10,0,3,4,6,3,4,0,3,0,3,0,3,6,8,4,6,0,5,0,4,3,4,0,9,0,7,4,6,0,5,0,5,0,9,7,8,0,7,4,6,0,5,0,9,6,8,0,7,5,7,4,6
244,0,8,0,3,4,5,0,3,0,3,0,3,0,3,0,7,4,5,0,4,0,4,0,3,0,8,0,5,4,5,0,6,0,4,0,9,0,7,0,7,4,5,3,6,0,9,0,7,0,5,4,6,4,5
245,0,9,0,3,0,5,0,3,0,3,0,3,0,3,0,7,0,5,0,4,0,3,0,3,0,7,4,4,0,5,0,6,0,4,0,9,0,6,3,6,0,5,0,6,0,9,0,7,0,6,3,5,0,5
246,0,9,0,3,0,5,0,3,0,3,0,3,0,3,8,11,0,5,0,3,0,3,0,3,6,12,5,10,0,5,0,4,0,3,0,11,8,10,4,8,0,5,0,4,6,10,8,11,0,10,4,7,0,5
247,4,9,0,3,0,5,0,4,0,3,0,3,0,3,6,8,0,5,0,4,0,4,0,4,0,8,0,6,0,5,0,4,0,4,0,8,6,7,0,6,0,5,0,5,0,8,6,8,0,6,0,5,0,5
248,2,3,0,3,4,6,0,4,0,3,0,3,0,3,2,7,4,6,0,5,0,4,0,4,0,5,5,6,4,6,0,5,3,4,0,5,3,7,0,6,4,6,0,5,0,5,2,7,0,6,0,6,4,6
249,0,7,0,3,0,4,0,3,0,3,0,3,0,3,0,6,0,4,0,4,0,3,0,3,5,8,0,6,0,4,0,4,0,4,5,8,0,6,0,5,0,4,0,4,0,8,0,6,0,7,0,4,0,4
250,0,8,0,3,0,4,0,3,0,3,0,3,0,3,0,7,0,4,0,3,0,3,0,3,0,8,0,4,0,4,3,4,0,3,5,8,0,6,0,4,0,4,0,4,0,7,0,7,0,5,0,4,0,4
251,4,10,0,3,0,5,0,3,0,3,0,3,0,3,5,7,0,5,0,4,0,3,0,3,5,9,0,6,0,5,0,4,0,3,5,9,5,7,0,5,0,5,0,4,5,9,5,7,0,6,0,5,0,5
252,6,7,0,3,0,5,0,3,0,3,0,3,0,3,3,10,0,5,3,5,3,4,0,3,0,8,0,7,0,5,0,5,3,5,4,8,0,8,4,7,0,5,0,5,5,8,3,10,4,7,4,6,0,5
253,0,4,0,3,0,5,0,4,0,3,0,3,0,3,3,8,0,5,0,5,3,4,0,4,3,6,0,5,0,5,0,5,0,4,0,5,0,8,0,5,0,5,0,5,0,5,3,8,0,5,0,5,0,5
254,0,1,0,3,3,4,0,3,0,3,0,3,0,3,2,13,3,4,0,4,0,3,0,3,0,1,0,4,3,4,3,4,0,3,0,11,0,4,3,4,3,4,3,4,0,1,2,3,0,4,3,4,3,4
255,0,7,0,3,0,5,0,3,0,3,0,3,0,3,5,8,0,5,0,3,0,3,0,3,0,7,0,5,0,5,0,5,0,3,3,6,0,7,0,5,0,5,0,4,3,6,5,8,0,6,0,5,0,5
256,0,5,0,3,3,4,0,3,0,3,0,3,0,3,0,13,3,4,0,4,0,3,0,3,0,3,0,3,3,4,0,4,0,4,0,4,0,2,0,4,3,4,0,4,0,4,0,3,0,4,0,4,3,4
257,0,5,0,3,0,5,0,4,0,3,0,3,0,3,0,7,0,5,0,5,0,4,0,4,0,5,0,6,0,5,0,5,0,5,3,5,0,8,0,5,0,5,0,5,0,5,0,7,0,6,0,5,0,5
258,5,9,0,3,0,5,3,4,0,3,0,3,0,3,6,11,0,5,0,5,0,5,3,4,5,10,0,9,0,5,0,5,0,5,5,10,6,11,0,9,0,5,0,5,5,9,6,11,6,10,0,9,0,5
259,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,11,0,3,0,2,0,3,0,3,0,1,0,1,0,3,0,2,0,2,0,11,0,1,0,3,0,3,0,2,0,1,0,1,0,1,0,3,0,3
260,0,4,0,3,3,3,0,3,0,3,0,3,0,3,0,4,3,3,0,3,0,3,0,3,0,3,0,3,3,3,3,3,0,3,0,3,2,5,0,3,3,3,3,3,0,4,0,4,0,3,0,3,3,3
261,0,4,0,3,0,4,0,3,0,3,0,3,0,3,0,6,0,4,0,4,0,4,0,3,0,4,0,5,0,4,0,4,0,4,0,4,5,6,5,6,0,4,4,4,0,4,0,6,0,5,0,6,0,4
262,5,9,0,3,0,8,0,3,0,3,0,3,0,3,0,11,0,8,0,4,0,4,0,3,0,11,0,9,0,8,0,5,0,4,6,9,7,10,0,9,0,8,4,7,6,10,0,11,0,9,0,9,0,8
263,5,7,0,3,0,8,0,3,0,3,0,3,0,3,7,9,0,8,0,5,0,4,0,3,0,10,0,8,0,8,0,5,0,4,6,10,7,9,0,9,0,8,4,7,0,8,7,9,0,8,0,8,0,8
264,0,11,0,3,0,8,0,5,3,3,0,3,0,3,0,10,0,8,0,6,0,5,0,5,0,10,7,8,0,8,0,6,4,6,0,10,0,10,0,8,0,8,5,6,0,11,0,10,0,8,0,8,0,8
265,0,7,0,3,5,7,0,3,0,3,0,3,0,3,0,9,5,7,0,4,0,3,0,3,0,9,8,11,5,7,0,5,0,4,0,9,7,11,7,9,5,7,0,6,0,8,0,9,7,11,0,9,5,7
266,0,3,0,3,0,7,0,3,0,3,0,3,0,3,5,7,0,7,0,4,0,3,0,3,0,4,0,9,0,7,0,4,0,4,3,4,6,9,5,8,0,7,0,5,0,4,5,7,0,9,0,7,0,7
267,5,8,0,3,0,6,0,4,0,3,0,3,0,3,0,9,0,6,0,5,0,5,0,4,5,7,5,8,0,6,0,5,0,5,5,7,5,9,0,7,0,6,0,5,5,7,0,9,5,8,0,7,0,6
268,0,7,0,3,0,5,0,4,0,3,0,3,0,3,0,6,0,5,0,4,0,4,0,4,0,7,0,7,0,5,0,5,0,4,0,7,0,7,0,6,0,5,0,5,0,6,0,6,0,7,0,5,0,5
269,2,3,0,3,0,5,0,4,0,3,0,3,0,3,0,4,0,5,0,4,0,4,0,4,0,4,0,5,0,5,0,4,0,4,0,3,0,3,0,5,0,5,0,4,0,3,0,4,0,5,4,6,0,5
270,0,8,0,3,0,4,0,3,0,3,0,3,0,3,0,8,0,4,0,3,0,3,0,3,0,8,0,6,0,4,0,3,0,3,0,8,7,8,0,5,0,4,0,3,0,8,0,8,0,7,4,5,0,4
271,5,9,0,3,0,8,0,3,0,3,0,3,0,3,8,10,0,8,0,5,0,4,0,3,8,11,0,9,0,8,0,5,0,5,0,10,0,11,0,9,0,8,4,7,6,10,8,10,0,10,0,10,0,8
272,0,8,0,3,0,7,0,4,0,3,0,3,0,3,0,9,0,7,0,5,0,5,0,4,0,8,0,7,0,7,0,6,0,5,5,9,0,9,7,7,0,7,0,6,0,9,0,9,0,8,7,7,0,7
273,0,5,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,4,0,3,0,3,0,3,0,3,0,5,0,3,0,3,0,3,0,3,0,5,0,3,0,3,0,3,0,3
274,4,11,0,3,5,6,0,4,0,3,0,3,0,3,0,12,5,6,0,4,3,4,0,4,0,12,0,7,5,6,0,4,0,4,0,12,0,10,0,7,5,6,4,4,0,12,0,12,7,7,0,7,5,6
275,0,5,0,3,4,5,0,3,0,3,0,3,0,3,3,7,4,5,0,4,0,4,0,3,3,7,0,6,4,5,4,4,0,4,3,6,0,6,0,5,4,5,0,4,0,6,3,7,0,6,4,5,4,5
276,5,9,0,3,0,6,0,4,0,3,0,3,0,3,0,9,0,6,0,4,0,4,0,4,7,9,0,7,0,6,0,5,0,4,0,9,0,8,0,7,0,6,0,6,6,9,0,9,7,7,0,7,0,6
277,0,10,0,3,0,4,0,4,0,3,0,3,0,3,0,8,0,4,0,4,0,4,0,4,0,9,0,7,0,4,0,4,0,4,0,10,0,6,0,6,0,4,0,4,0,10,0,8,0,7,0,5,0,4
278,0,2,0,3,0,4,0,3,0,3,0,3,0,3,0,6,0,4,0,4,3,4,0,3,0,6,5,5,0,4,0,4,0,4,0,4,5,5,0,5,0,4,0,4,0,4,0,6,5,5,4,5,0,4
279,6,9,0,3,0,5,0,3,0,3,0,3,0,3,6,8,0,5,0,4,0,4,0,3,0,9,0,6,0,5,0,4,0,4,0,9,0,7,0,6,0,5,0,4,0,9,6,8,0,7,0,6,0,5
280,0,7,0,3,0,6,0,4,0,4,0,3,0,3,0,8,0,6,0,5,3,5,0,4,0,8,6,8,0,6,0,5,0,5,0,8,7,8,0,8,0,6,4,5,0,8,0,8,0,8,5,7,0,6
281,0,3,0,3,0,4,0,3,0,3,0,3,0,3,2,5,0,4,0,3,0,3,0,3,0,3,0,6,0,4,0,3,0,3,0,4,0,6,0,6,0,4,0,3,0,3,2,5,3,6,0,4,0,4
282,0,12,0,2,3,7,1,2,0,2,0,2,0,2,6,11,3,7,1,4,0,2,1,2,7,11,5,8,3,7,0,5,0,4,7,11,0,11,0,8,3,7,0,6,8,11,6,11,5,8,4,8,3,7
283,0,7,0,2,0,4,0,2,0,1,0,2,0,2,0,8,0,4,0,3,1,2,0,2,7,7,0,7,0,4,0,4,0,2,7,7,0,8,5,7,0,4,0,5,7,7,0,8,0,7,0,7,0,4
284,8,10,0,2,0,7,0,2,0,2,0,2,0,2,7,9,0,7,0,4,0,2,0,2,8,9,0,6,0,7,2,4,0,3,8,9,0,8,0,7,0,7,0,6,0,9,7,9,6,6,0,7,0,7
285,5,9,0,2,0,5,0,2,0,2,0,2,0,2,4,7,0,5,0,2,0,2,0,2,5,9,3,5,0,5,0,3,0,2,5,9,0,6,0,5,0,5,0,4,0,8,4,7,0,6,0,5,0,5
286,0,12,0,2,0,6,0,3,0,2,0,2,0,2,0,10,0,6,0,3,0,4,0,3,0,12,5,8,0,6,0,5,0,3,7,11,0,10,0,7,0,6,0,5,7,11,0,10,0,9,0,6,0,6
287,3,4,0,2,0,1,0,1,0,1,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,3,0,2,0,1,0,1,0,1,0,3,0,2,0,1,0,1,1,1,3,3,0,12,0,2,0,2,0,1
288,0,11,0,2,0,5,0,4,1,2,0,2,0,2,8,12,0,5,0,4,0,4,0,4,8,12,6,9,0,5,0,5,0,4,8,12,0,11,0,8,0,5,0,4,8,11,8,12,6,11,0,7,0,5
289,0,6,0,2,2,3,1,1,0,2,0,2,0,2,0,6,2,3,0,2,1,2,1,1,0,5,0,5,2,3,0,2,0,2,0,5,0,5,3,3,2,3,0,2,0,5,0,6,0,5,2,3,2,3
290,0,9,0,2,3,7,0,2,0,2,0,2,0,2,0,9,3,7,0,2,0,2,0,2,7,9,0,9,3,7,2,3,0,2,0,8,6,9,0,9,3,7,2,5,0,8,0,9,0,9,4,8,3,7
291,0,10,0,2,0,6,0,3,0,3,0,2,0,2,0,10,0,6,0,4,0,2,0,3,0,10,0,9,0,6,0,5,0,3,0,10,0,10,0,7,0,6,0,6,0,10,0,10,0,9,0,7,0,6
292,4,9,0,2,0,3,0,2,0,2,0,2,0,2,0,7,0,3,0,2,0,2,0,2,4,7,0,4,0,3,0,2,0,2,0,8,0,6,0,4,0,3,0,2,0,8,0,7,0,5,0,4,0,3
293,7,11,0,2,0,5,0,3,0,2,0,2,0,2,0,9,0,5,1,4,1,3,0,3,0,10,0,7,0,5,0,4,1,3,0,10,0,7,0,7,0,5,0,4,7,11,0,9,0,7,0,7,0,5
294,0,11,0,2,3,8,0,3,0,2,0,2,0,2,0,9,3,8,2,4,0,4,0,3,7,10,6,8,3,8,0,7,2,4,7,11,0,9,0,8,3,8,0,8,0,11,0,9,6,8,5,8,3,8
295,0,10,0,2,0,5,0,3,0,2,0,2,0,2,0,7,0,5,0,3,0,3,0,3,0,8,0,6,0,5,0,5,2,3,0,8,5,7,3,6,0,5,0,5,5,8,0,7,0,6,3,6,0,5
296,8,11,0,2,4,7,0,2,0,1,0,2,0,2,6,10,4,7,0,4,0,2,0,2,7,12,0,8,4,7,0,5,0,3,0,12,6,10,5,8,4,7,3,5,8,12,6,10,6,9,5,8,4,7
297,6,11,0,2,0,9,0,3,0,2,0,2,0,2,0,10,0,9,0,5,0,4,0,3,0,11,0,10,0,9,3,6,0,5,5,11,6,10,5,11,0,9,0,6,6,11,0,10,0,9,5,11,0,9
298,7,10,0,2,3,5,1,2,0,1,0,1,0,2,7,10,3,5,0,3,1,2,1,2,0,11,5,8,3,5,0,3,0,3,7,10,6,10,4,7,3,5,0,4,7,11,7,10,5,9,4,7,3,5
299,0,7,0,2,0,5,0,1,0,2,0,2,0,2,0,6,0,5,1,3,0,2,0,1,0,6,0,5,0,5,0,3,0,3,0,6,0,5,0,4,0,5,0,4,0,6,0,6,0,5,0,4,0,5
300,0,12,0,2,0,6,0,4,0,2,0,2,0,2,0,11,0,6,0,5,0,4,0,4,0,11,6,10,0,6,0,4,0,5,0,11,6,11,5,8,0,6,0,4,9,11,0,11,6,10,0,7,0,6
301,8,13,0,2,0,6,0,4,0,2,0,2,0,2,7,10,0,6,0,5,0,4,0,4,9,11,0,9,0,6,0,5,0,5,8,11,0,10,4,7,0,6,0,5,8,13,7,10,0,9,0,7,0,6
302,0,9,0,2,0,4,0,3,0,2,0,2,0,2,0,7,0,4,2,3,0,3,0,3,4,7,0,7,0,4,0,5,2,3,4,8,0,7,3,6,0,4,0,5,5,8,0,7,0,7,3,6,0,4
303,0,12,0,2,0,6,1,2,0,3,0,2,0,2,8,11,0,6,0,4,0,3,1,2,0,11,6,8,0,6,0,4,0,4,0,11,0,9,0,8,0,6,0,5,0,12,8,11,0,8,5,8,0,6
304,0,12,0,2,0,6,0,3,0,2,0,2,0,2,0,8,0,6,1,5,0,4,0,3,0,9,5,6,0,6,0,5,0,5,0,10,6,8,0,6,0,6,0,6,0,11,0,8,0,7,0,6,0,6
305,8,11,0,2,0,5,0,2,0,2,0,2,0,2,6,10,0,5,0,3,0,2,0,2,0,11,0,7,0,5,0,4,0,3,0,11,0,9,0,7,0,5,0,4,8,10,6,10,0,7,0,7,0,5
306,0,8,0,2,0,4,0,2,0,2,0,2,0,2,0,8,0,4,0,2,0,2,0,2,5,9,0,7,0,4,1,4,0,2,5,8,0,8,0,7,0,4,0,4,5,8,0,8,0,7,0,6,0,4
307,3,5,0,2,0,2,0,2,0,1,0,2,0,2,0,7,0,2,0,2,0,2,0,2,0,6,0,5,0,2,0,2,0,2,0,6,0,6,0,4,0,2,0,2,0,6,0,7,0,5,0,3,0,2
308,5,9,0,2,0,5,0,3,0,2,0,2,0,2,0,8,0,5,2,3,0,3,0,3,0,9,0,7,0,5,0,4,0,3,0,9,4,6,3,7,0,5,0,5,0,9,0,8,3,7,3,6,0,5
309,0,9,0,2,2,4,1,1,0,2,0,2,0,2,0,7,2,4,1,2,1,1,1,1,0,7,0,6,2,4,1,3,1,2,0,8,0,6,0,5,2,4,0,3,0,8,0,7,0,6,3,4,2,4
310,0,10,0,2,0,4,0,2,0,2,0,2,0,2,0,9,0,4,0,2,0,2,0,2,7,10,0,6,0,4,2,3,0,2,0,10,5,9,0,5,0,4,0,3,0,10,0,9,0,8,4,5,0,4
311,5,7,0,2,0,2,0,1,0,2,0,2,0,2,0,6,0,2,0,1,0,1,0,1,0,6,0,6,0,2,0,2,0,1,0,6,0,7,2,5,0,2,0,2,0,6,0,6,0,6,0,4,0,2
312,0,7,0,2,0,5,0,2,0,2,0,2,0,2,0,8,0,5,0,3,0,2,0,2,5,9,0,7,0,5,0,3,0,3,0,9,0,7,0,7,0,5,0,4,5,9,0,8,0,8,0,7,0,5
313,0,13,0,2,4,8,0,3,0,2,0,2,0,2,7,12,4,8,2,4,0,4,0,3,8,12,6,9,4,8,3,6,2,4,8,13,6,12,0,8,4,8,0,6,8,13,7,12,6,10,0,8,4,8
314,9,14,0,2,5,6,0,3,1,2,0,2,0,2,0,11,5,6,0,5,0,3,0,3,0,12,0,9,5,6,3,5,0,5,0,12,0,9,6,8,5,6,0,6,0,13,0,11,0,9,6,6,5,6
315,0,13,0,2,4,8,0,3,0,2,0,2,0,2,7,12,4,8,2,5,0,3,0,3,8,13,6,9,4,8,3,6,2,4,8,14,0,11,5,8,4,8,0,6,8,14,7,12,6,9,5,9,4,8
316,0,10,0,2,3,5,1,3,0,2,0,2,0,2,0,9,3,5,0,4,1,3,1,3,0,9,5,7,3,5,0,5,0,4,0,9,0,8,0,5,3,5,0,5,0,10,0,9,5,7,0,5,3,5
317,0,9,0,2,3,5,1,1,1,1,0,2,0,2,0,7,3,5,1,3,1,2,1,1,6,9,0,6,3,5,0,5,1,3,6,9,0,7,0,6,3,5,0,5,6,9,0,7,0,6,0,5,3,5
318,0,11,0,2,3,4,0,2,0,1,0,2,0,2,0,8,3,4,0,2,0,2,0,2,5,9,0,7,3,4,0,3,2,2,0,10,0,8,0,6,3,4,0,3,7,10,0,8,0,6,0,5,3,4
