id,cos_10,cos_20,sim_10,sim_20,com_1_1_10,com_1_1_20,com_1_3_10,com_1_3_20,com_1_5_10,com_1_5_20,com_1_7_10,com_1_7_20,com_1_9_10,com_1_9_20,com_3_1_10,com_3_1_20,com_3_3_10,com_3_3_20,com_3_5_10,com_3_5_20,com_3_7_10,com_3_7_20,com_3_9_10,com_3_9_20,com_5_1_10,com_5_1_20,com_5_3_10,com_5_3_20,com_5_5_10,com_5_5_20,com_5_7_10,com_5_7_20,com_5_9_10,com_5_9_20,com_7_1_10,com_7_1_20,com_7_3_10,com_7_3_20,com_7_5_10,com_7_5_20,com_7_7_10,com_7_7_20,com_7_9_10,com_7_9_20,com_9_1_10,com_9_1_20,com_9_3_10,com_9_3_20,com_9_5_10,com_9_5_20,com_9_7_10,com_9_7_20,com_9_9_10,com_9_9_20
125,0,5,0,2,0,3,0,3,0,3,1,3,0,3,0,3,0,3,0,3,3,3,0,3,0,4,0,3,0,3,0,3,0,3,2,4,0,3,0,3,0,3,0,3,2,5,0,3,0,3,0,2,0,3
126,0,2,0,2,2,3,0,3,0,3,0,3,0,3,0,2,2,3,0,3,2,2,0,3,0,2,0,2,2,3,0,3,0,3,0,2,0,1,0,2,2,3,0,3,0,2,0,2,0,2,0,2,2,3
127,0,1,3,6,0,3,0,7,0,7,0,8,0,8,0,2,0,3,0,7,0,7,0,7,0,2,1,3,0,3,2,6,0,7,0,1,0,3,0,3,0,3,0,6,0,1,0,2,1,3,0,4,0,3
128,0,4,5,6,4,8,0,8,0,7,0,7,0,7,0,5,4,8,5,8,0,8,0,8,0,5,0,5,4,8,0,8,5,8,0,5,0,5,4,6,4,8,0,9,3,5,0,5,0,5,4,7,4,8
129,5,9,0,13,10,14,10,14,9,14,9,13,9,13,6,13,10,14,10,14,10,14,10,14,6,11,9,13,10,14,10,15,10,14,6,11,8,14,10,13,10,14,10,15,0,11,6,13,0,14,10,14,10,14
130,4,5,5,9,7,12,5,9,5,9,5,9,0,9,3,7,7,12,6,12,5,10,5,9,0,5,0,12,7,12,7,11,0,11,4,5,0,10,5,11,7,12,7,11,4,5,3,7,0,11,5,12,7,12
131,8,15,0,7,9,18,0,15,8,12,6,10,0,10,8,17,9,18,10,18,9,16,0,15,8,17,9,17,9,18,10,18,10,17,8,16,8,17,9,18,9,18,10,18,8,16,8,17,9,17,9,18,9,18
132,0,1,0,1,0,4,0,4,0,4,0,3,0,3,0,2,0,4,0,4,0,4,0,4,0,1,0,3,0,4,0,3,0,4,0,1,0,2,0,3,0,4,0,3,0,1,0,2,0,3,0,3,0,4
133,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
134,0,11,8,15,8,14,7,17,8,17,8,16,8,15,0,14,8,14,0,16,7,17,7,17,8,12,9,15,8,14,7,16,0,16,8,12,9,14,9,15,8,14,0,16,8,12,0,14,9,15,0,15,8,14
135,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,3,2,3,0,3,0,1,0,1,0,3,2,3,1,4,0,3,0,3,0,3,0,3,2,3,1,4,0,3
136,0,0,1,5,1,1,0,3,0,4,0,4,0,4,0,1,1,1,0,1,0,2,0,3,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
137,0,6,0,3,8,12,0,8,0,6,0,6,0,6,0,11,8,12,6,10,0,10,0,8,0,8,0,12,8,12,0,10,0,10,5,7,0,11,7,12,8,12,7,10,5,7,0,11,7,12,8,12,8,12
138,3,7,2,7,6,11,6,12,6,11,0,11,0,11,0,10,6,11,7,12,7,13,6,12,4,9,5,10,6,11,0,12,7,12,3,9,5,10,6,10,6,11,0,11,3,9,0,10,5,10,6,11,6,11
139,0,8,0,1,0,8,0,2,0,1,0,1,0,1,4,10,0,8,0,5,0,2,0,2,4,9,5,10,0,8,0,8,0,3,0,8,4,10,5,9,0,8,0,8,0,8,4,10,5,10,0,9,0,8
140,0,0,0,10,0,1,0,3,0,4,0,6,0,7,0,0,0,1,0,1,0,3,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,4,0,6,0,2,0,2,0,4,0,5,0,6,0,3,0,2,0,2,0,2,0,2,0,3,0,3,0,2,2,2,0,2,0,4,1,4,0,4,0,2,2,2,0,4,0,3,0,3,0,3,0,2
143,0,0,0,5,0,0,3,5,0,6,0,6,3,6,0,0,0,0,0,4,3,6,3,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
144,2,2,2,7,0,10,0,10,0,9,0,8,0,8,3,6,0,10,5,11,0,9,0,10,0,4,6,10,0,10,6,10,5,11,0,3,4,6,0,10,0,10,7,10,0,3,3,6,0,10,0,10,0,10
145,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,5,0,0,0,2,0,3,0,3,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6,12,0,7,0,13,0,11,4,10,4,10,4,9,7,13,0,13,6,12,5,13,0,11,7,12,7,13,0,13,7,13,6,13,7,12,7,12,7,13,0,13,7,13,0,12,7,13,7,13,6,13,0,13
148,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
149,0,9,7,14,10,15,10,17,10,17,10,16,0,16,6,12,10,15,10,17,10,17,10,17,0,10,7,15,10,15,10,17,10,17,0,8,7,12,8,15,10,15,10,17,0,8,6,12,7,14,8,15,10,15
150,0,6,0,0,2,3,0,1,0,0,0,0,0,0,4,6,2,3,0,1,1,1,0,1,5,6,0,5,2,3,0,1,0,1,5,6,4,6,3,4,2,3,0,2,0,6,4,6,0,5,3,4,2,3
151,0,5,0,0,0,2,0,1,0,1,0,0,0,0,0,4,0,2,0,2,0,1,0,1,0,4,0,2,0,2,0,2,0,2,0,5,0,3,0,2,0,2,0,2,0,5,0,4,0,2,0,2,0,2
152,7,12,0,0,0,11,0,3,0,1,0,0,0,0,7,13,0,11,0,5,0,4,0,3,0,13,7,12,0,11,0,6,2,5,0,13,7,13,7,12,0,11,0,6,0,13,7,13,7,13,6,12,0,11
153,8,11,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,8,11,6,6,0,1,0,0,0,0,8,11,0,9,0,6,0,1,0,1,8,11,0,10,6,8,2,4,0,1
154,0,8,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,7,0,5,2,4,0,3,0,7,0,7,0,7,0,6,0,4,0,7,0,7,0,7,0,7,0,6,0,7,0,7,0,7,0,7,0,7
155,8,13,0,4,8,11,0,6,0,6,2,6,2,5,8,13,8,11,6,10,0,8,0,6,8,12,0,13,8,11,7,10,0,10,8,12,8,12,0,12,8,11,7,10,8,12,8,13,0,13,0,12,8,11
156,0,14,0,0,0,9,0,2,0,0,0,0,0,0,7,13,0,9,0,5,0,2,0,2,8,14,6,12,0,9,0,7,3,5,8,14,6,13,6,9,0,9,4,8,8,14,7,13,6,13,0,9,0,9
157,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,2,0,1,0,1,0,0,0,5,0,2,0,1,0,1,0,1,0,6,0,3,0,2,0,1,0,1
158,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,4,0,2,0,1,0,1,0,1,0,4,0,2,0,1,0,0,0,1
159,4,7,0,2,0,6,4,5,2,4,0,4,0,3,0,8,0,6,0,5,0,4,4,5,0,8,0,7,0,6,0,5,0,5,0,8,0,8,0,6,0,6,0,5,0,8,0,8,0,7,0,6,0,6
160,7,13,0,2,7,12,0,5,2,4,0,4,0,3,0,14,7,12,6,7,0,7,0,5,7,13,0,13,7,12,0,10,0,7,7,13,0,14,0,13,7,12,0,12,7,13,0,14,0,13,7,12,7,12
161,0,3,0,1,0,2,0,2,0,2,0,2,1,2,0,3,0,2,0,2,2,2,0,2,2,2,0,3,0,2,0,2,0,2,0,3,3,3,0,3,0,2,0,2,0,3,0,3,0,3,0,3,0,2
162,0,6,0,0,0,3,0,1,0,1,0,0,0,0,0,6,0,3,0,3,0,2,0,1,0,6,4,5,0,3,0,3,0,3,0,6,0,6,0,5,0,3,0,3,0,7,0,6,5,5,0,4,0,3
163,7,15,0,2,8,14,3,6,0,4,2,3,0,3,0,15,8,14,0,9,0,6,3,6,7,15,0,16,8,14,8,12,0,8,7,15,0,16,0,15,8,14,8,12,7,15,0,15,0,16,0,15,8,14
164,10,13,0,0,3,5,0,0,0,0,0,0,0,0,0,10,3,5,0,2,0,0,0,0,8,12,0,6,3,5,0,2,1,2,9,12,0,9,0,5,3,5,0,4,0,12,0,10,0,7,0,5,3,5
165,8,12,0,0,0,13,2,7,0,4,0,2,0,2,8,13,0,13,7,12,5,8,2,7,8,12,8,13,0,13,0,12,7,11,8,12,8,13,0,13,0,13,0,13,8,12,8,13,8,13,0,13,0,13
166,8,14,0,0,8,14,5,8,3,6,0,4,0,3,8,15,8,14,7,11,7,8,5,8,8,15,8,15,8,14,0,13,0,10,8,15,8,15,8,15,8,14,8,13,8,14,8,15,8,15,8,15,8,14
167,0,14,0,4,7,15,6,10,4,7,0,7,0,6,8,14,7,15,0,12,0,12,6,10,8,14,0,14,7,15,7,13,7,12,0,14,8,14,0,14,7,15,7,14,0,14,8,14,8,14,0,15,7,15
168,8,15,0,2,0,14,4,6,0,5,0,5,0,3,8,15,0,14,7,12,0,8,4,6,8,15,0,15,0,14,0,12,7,12,8,15,0,15,0,15,0,14,9,12,8,15,8,15,0,15,0,15,0,14
169,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,0,9,0,0,3,5,0,2,0,1,0,1,0,1,5,6,3,5,0,3,0,2,0,2,0,6,0,7,3,5,0,4,0,3,0,6,5,6,0,7,3,5,0,5,5,7,5,6,0,6,4,6,3,5
171,6,12,0,1,0,7,0,2,0,2,0,2,0,1,5,11,0,7,0,5,0,3,0,2,6,11,0,8,0,7,0,5,0,5,0,11,5,11,0,8,0,7,2,6,0,11,5,11,5,9,0,8,0,7
172,6,10,0,0,0,6,0,1,0,1,0,1,0,1,0,9,0,6,0,2,0,1,0,1,0,10,0,8,0,6,0,2,0,2,0,10,6,9,0,8,0,6,0,3,6,10,0,9,5,8,3,8,0,6
173,0,14,0,0,0,14,0,6,0,3,0,1,0,1,8,15,0,14,0,11,0,9,0,6,8,15,8,15,0,14,6,12,0,10,8,15,8,15,8,15,0,14,7,12,8,15,8,15,8,15,8,15,0,14
174,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,4,2,3,0,1,0,0,0,0
175,9,19,0,0,4,8,0,4,0,2,0,1,0,1,9,17,4,8,2,6,0,4,0,4,9,18,8,14,4,8,0,7,2,5,9,19,9,16,7,12,4,8,0,8,9,19,9,17,0,14,6,12,4,8
176,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,6,0,3,0,1,0,1,0,1,0,6,4,5,0,3,0,1,1,1,6,6,0,5,0,5,0,3,0,1,0,6,0,6,4,5,0,4,0,3
177,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1
178,0,4,0,1,2,2,0,1,0,1,0,1,0,1,0,3,2,2,0,2,0,1,0,1,0,3,0,2,2,2,0,2,0,2,0,3,0,3,0,2,2,2,0,2,3,3,0,3,0,2,0,2,2,2
179,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,1,3,0,3,0,3,0,3
180,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2
181,0,3,0,1,0,3,0,3,0,1,0,1,0,1,2,3,0,3,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,4,0,3,0,3,0,3,0,3,0,3,0,3,2,3,0,3,0,3,0,3
182,0,4,0,1,2,2,0,1,0,1,0,1,0,1,3,3,2,2,0,2,0,1,0,1,3,3,0,3,2,2,0,2,0,2,3,3,0,3,0,2,2,2,0,2,3,3,3,3,0,3,0,2,2,2
183,0,6,0,0,0,3,0,1,0,1,0,1,0,1,0,3,0,3,0,1,0,1,0,1,0,6,0,3,0,3,0,1,0,1,0,7,0,3,0,4,0,3,0,2,0,7,0,3,0,3,0,3,0,3
184,4,7,0,2,3,6,0,2,0,2,0,2,0,2,3,7,3,6,0,6,0,2,0,2,0,7,0,7,3,6,0,6,0,4,0,7,0,7,4,7,3,6,0,6,0,7,3,7,0,7,0,7,3,6
185,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
186,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,2,0,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
187,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
188,7,11,0,1,0,5,0,2,0,1,0,1,0,1,0,11,0,5,0,3,0,3,0,2,4,11,4,9,0,5,3,4,0,3,6,10,0,10,0,7,0,5,3,4,6,11,0,11,4,9,0,6,0,5
189,0,2,0,2,2,3,0,3,0,3,0,2,0,2,0,1,2,3,0,3,0,3,0,3,0,1,0,2,2,3,0,3,0,3,0,1,0,1,0,2,2,3,2,3,0,1,0,1,0,2,0,3,2,3
190,6,7,0,1,0,7,0,2,0,2,0,2,0,1,6,7,0,7,0,4,0,3,0,2,6,7,0,8,0,7,0,5,0,4,6,7,6,7,0,7,0,7,0,6,6,7,6,7,0,8,0,7,0,7
191,8,9,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,6,8,4,5,0,4,0,0,0,0,7,9,0,7,0,5,0,4,0,1,0,9,0,8,4,6,3,5,0,4
192,4,8,0,2,0,5,0,2,0,2,0,2,0,2,0,7,0,5,0,2,0,3,0,2,3,8,2,5,0,5,0,2,0,3,3,8,0,7,1,5,0,5,0,2,0,8,0,7,2,6,1,5,0,5
193,0,3,0,2,0,4,0,3,0,3,0,2,0,2,0,5,0,4,0,3,3,3,0,3,0,3,0,5,0,4,0,3,0,3,0,3,0,5,0,4,0,4,0,4,0,3,0,5,0,5,0,4,0,4
194,0,9,0,2,0,7,0,3,0,3,0,3,2,3,0,7,0,7,0,6,0,4,0,3,0,8,4,8,0,7,4,6,0,5,0,9,0,7,4,8,0,7,0,6,0,9,0,7,4,7,4,7,0,7
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,15,0,0,0,14,0,5,0,4,0,2,0,2,8,16,0,14,6,10,0,7,0,5,0,16,9,15,0,14,8,10,0,9,9,16,0,16,9,15,0,14,0,11,9,16,8,16,9,15,9,15,0,14
197,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,6,0,3,0,1,0,0,0,7,0,6,0,6,0,3,0,3,0,7,0,7,0,6,0,6,1,3,0,7,0,7,0,6,0,6,0,6
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,9,16,6,12,7,17,8,13,8,13,8,13,7,12,8,16,7,17,8,16,8,13,8,13,8,16,0,17,7,17,0,17,8,15,0,16,8,16,7,17,7,17,7,17,9,16,8,16,0,17,7,17,7,17
200,8,13,0,1,0,5,0,4,0,2,0,1,0,1,6,9,0,5,0,4,3,4,0,4,7,12,0,6,0,5,0,4,0,3,7,12,0,8,0,5,0,5,0,4,0,12,6,9,0,8,0,5,0,5
201,0,9,0,0,0,5,0,1,0,0,0,0,0,0,5,7,0,5,0,1,0,1,0,1,5,8,0,5,0,5,0,2,0,1,5,9,0,7,3,5,0,5,0,2,0,9,5,7,0,5,0,5,0,5
202,9,19,9,15,9,16,9,17,9,15,0,16,0,16,9,19,9,16,9,16,9,16,9,17,9,19,9,17,9,16,9,16,9,15,9,19,9,18,9,17,9,16,9,16,9,19,9,19,9,17,9,16,9,16
203,9,13,0,1,0,9,0,4,0,3,0,3,0,3,8,13,0,9,3,7,2,6,0,4,8,13,6,12,0,9,3,7,3,6,0,13,7,13,0,11,0,9,0,8,9,13,8,13,6,12,0,10,0,9
204,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
205,9,14,0,6,8,14,4,11,0,9,0,8,0,8,9,15,8,14,0,12,5,11,4,11,9,14,0,15,8,14,0,13,6,12,9,14,9,16,8,15,8,14,8,13,9,14,9,15,0,16,8,15,8,14
206,9,16,2,3,0,15,0,7,0,5,3,5,3,4,9,17,0,15,0,12,0,9,0,7,9,17,9,16,0,15,7,15,0,11,9,16,9,17,0,16,0,15,7,15,9,16,9,17,9,16,0,16,0,15
207,9,17,0,8,8,17,7,14,0,11,0,12,0,10,9,17,8,17,8,16,0,14,7,14,9,17,9,16,8,17,8,17,8,16,9,17,9,16,9,16,8,17,8,17,9,17,9,17,9,15,0,16,8,17
208,10,19,0,6,10,18,6,13,5,12,5,11,4,10,10,20,10,18,8,15,0,14,6,13,10,19,10,19,10,18,0,16,8,14,10,19,10,20,10,19,10,18,10,17,10,19,10,20,10,19,10,19,10,18
209,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1
210,7,15,0,1,0,6,0,0,0,0,0,1,0,1,5,13,0,6,0,3,0,0,0,0,0,14,5,10,0,6,0,2,0,2,7,14,0,12,0,10,0,6,0,3,7,14,5,13,5,11,3,9,0,6
211,10,18,0,8,10,19,10,16,9,13,0,12,0,11,10,20,10,19,10,19,10,18,10,16,10,19,10,20,10,19,10,19,10,19,10,19,10,20,10,20,10,19,10,19,10,19,10,20,10,20,10,20,10,19
212,10,19,0,3,9,19,0,9,0,6,0,6,2,6,10,19,9,19,0,12,0,11,0,9,10,19,10,20,9,19,9,14,5,12,10,19,10,20,10,20,9,19,9,17,10,19,10,19,10,20,10,20,9,19
213,3,6,0,1,1,5,1,2,0,2,0,2,0,2,3,6,1,5,0,4,0,2,1,2,3,5,0,5,1,5,1,4,0,4,3,5,2,6,0,5,1,5,1,5,3,6,3,6,0,6,1,5,1,5
214,10,18,0,2,0,16,0,9,3,8,0,6,1,5,10,17,0,16,0,12,4,10,0,9,10,18,10,16,0,16,8,14,0,11,10,18,10,16,10,16,0,16,0,15,10,18,10,17,10,16,10,16,0,16
215,0,10,0,3,3,9,0,8,2,6,0,6,0,5,4,10,3,9,2,9,2,7,0,8,0,10,4,8,3,9,2,9,0,9,0,10,4,9,4,8,3,9,0,9,0,10,4,10,4,8,4,8,3,9
216,5,9,0,3,0,9,0,5,2,3,0,2,0,2,0,10,0,9,0,8,0,5,0,5,0,9,5,10,0,9,3,7,0,7,0,9,0,10,5,9,0,9,0,8,5,9,0,10,0,10,5,9,0,9
217,7,13,0,5,5,14,3,8,0,6,0,5,0,5,6,12,5,14,4,12,4,9,3,8,6,13,5,14,5,14,4,13,4,11,7,13,0,13,5,14,5,14,4,13,7,13,6,12,5,13,5,14,5,14
218,3,10,0,2,0,5,0,3,0,2,0,2,0,2,4,9,0,5,0,4,0,3,0,3,4,9,0,7,0,5,0,4,0,4,3,10,4,9,0,5,0,5,0,5,3,10,4,9,0,8,0,5,0,5
219,7,15,0,10,5,12,0,12,0,12,0,11,2,11,7,13,5,12,0,11,3,11,0,12,7,13,5,12,5,12,4,11,0,11,7,12,0,13,5,12,5,12,5,10,7,13,7,13,0,12,5,12,5,12
220,0,2,0,0,0,2,1,1,0,1,0,1,0,1,0,2,0,2,0,2,0,1,1,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
221,9,17,2,6,8,12,6,10,5,7,0,7,4,7,8,16,8,12,7,10,6,11,6,10,9,16,8,14,8,12,0,11,7,10,9,16,8,15,8,14,8,12,0,11,9,16,8,16,8,14,8,13,8,12
222,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
223,4,6,0,4,3,6,0,2,0,3,0,4,0,4,5,6,3,6,0,4,0,4,0,2,0,6,0,6,3,6,0,5,0,4,0,6,5,6,0,7,3,6,3,5,4,6,5,6,0,6,4,7,3,6
224,9,13,0,2,8,12,0,6,0,4,0,3,0,2,9,11,8,12,6,11,4,8,0,6,9,13,8,13,8,12,0,12,5,11,9,13,0,12,8,12,8,12,0,12,9,13,9,11,8,13,8,12,8,12
225,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2
226,0,7,0,0,2,5,0,1,0,1,0,0,0,0,4,6,2,5,0,2,1,1,0,1,0,6,0,5,2,5,0,3,0,1,0,7,0,5,3,5,2,5,0,4,0,7,4,6,0,5,0,5,2,5
227,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,2,0,1,1,1,0,1,0,2,0,2,0,2,0,1,0,1,2,2,0,2,0,2,0,2,0,1
228,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,5,0,2,0,1,0,0,0,0,2,5,0,4,0,2,0,1,0,0
229,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,4,0,3,0,2,0,1,0,0,0,4,2,4,0,3,0,2,0,2,0,4,0,4,0,3,0,3,0,2
230,9,11,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,6,0,1,0,0,0,0,0,11,0,7,0,6,2,2,0,0,9,11,0,9,0,7,0,6,0,4,9,11,0,11,0,9,0,7,0,6
231,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,7,0,5,0,1,0,0,0,6,0,6,0,7,1,6,0,4,0,6,0,6,0,6,0,7,0,6,0,6,0,6,0,6,0,6,0,7
232,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,3,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,3,0,2,0,1,0,1,0,1
235,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,1,0,0,0,3,0,3,0,3,0,2,0,1,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,3
236,8,16,0,0,0,9,0,0,0,0,0,0,0,0,8,14,0,9,1,4,0,2,0,0,8,15,8,13,0,9,0,6,0,4,8,16,8,14,0,12,0,9,3,7,8,16,8,14,8,13,0,10,0,9
237,0,6,0,0,0,7,2,4,0,2,0,1,0,1,0,6,0,7,0,5,0,5,2,4,0,6,0,7,0,7,0,6,0,5,0,6,0,7,0,7,0,7,0,6,0,6,0,6,0,7,0,7,0,7
238,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,2,0,2,0,1,0,1,0,0,0,2,0,2,0,1,0,1,0,1
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,7,0,0,0,5,0,5,0,3,0,3,2,3,0,6,0,5,0,5,0,5,0,5,0,7,0,6,0,5,0,5,0,5,0,7,0,6,0,6,0,5,0,5,0,7,0,6,0,6,0,6,0,5
241,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,5,0,3,1,1,0,0,0,7,0,6,0,5,0,3,0,2,0,8,6,6,5,6,0,5,0,4,0,8,0,7,0,6,4,6,0,5
242,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1
243,0,9,0,0,0,8,0,6,0,5,0,5,0,2,0,8,0,8,0,8,0,7,0,6,0,9,0,8,0,8,0,8,0,8,0,9,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8
244,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0
245,0,9,0,0,0,8,0,8,0,4,2,4,0,3,0,8,0,8,0,9,6,8,0,8,0,9,0,8,0,8,0,8,0,9,0,9,0,8,0,8,0,8,0,8,0,9,0,8,0,8,0,8,0,8
246,0,8,0,0,0,6,0,4,0,3,0,2,0,2,0,6,0,6,0,5,0,4,0,4,0,6,0,6,0,6,0,6,0,5,0,7,0,6,0,5,0,6,0,6,0,7,0,6,0,6,0,5,0,6
247,0,15,10,18,10,20,10,20,10,19,10,19,10,18,10,19,10,20,10,20,10,20,10,20,10,18,10,20,10,20,10,20,10,20,10,17,10,19,10,20,10,20,10,20,10,17,10,19,10,20,10,20,10,20
